run,config_label,model,iteration,delta_coh,U,sector,Lambda,z_shift,nkeep,beta0,Gamma_PT,Delta_eff,F_lambda,soc_lambda,z_center_real,z_center_imag,s_real,s_imag,s_abs,y_real,y_imag,y_abs,B_frobenius,alignment,trace_fraction,support,max_residual,biorth_error,reliable,tracking_cost,rank_minus,rank_plus,B0_real,B0_imag,Bx_real,Bx_imag,By_real,By_imag,Bz_real,Bz_imag,Bx_abs,By_abs,Bz_abs,nilpotent_mismatch
adapter/output/jordan_comprehensive/reference/scalar/delta_1.0e-04/U_0.050000,reference,scalar,4,0.0001,0.05,1,3.0,0.5,320,0.5,0.1,0.1,1.0,0.0,0.6504732270713447,4.106732719850002e-06,0.00011842218762114776,0.00011509493868665,0.00016513830395236,7.769696096946e-10,2.7259588846789926e-08,2.7270659432262043e-08,0.00018565785414433993,0.9999996630835359,0.000651024611481937,1.108242855475099,2.869188377772376e-12,3.3026982216899827e-10,True,0.7496793811373532,13,11,1.4238932104858435e-09,8.545460185488465e-08,1.3620871252394624e-06,9.281893705713805e-05,4.136149972869263e-15,-6.080925337787401e-15,9.282020632361953e-05,-1.2692669187586247e-06,9.28289306076166e-05,7.354276957105384e-15,9.282888419274657e-05,0.0004999998758134126
adapter/output/jordan_comprehensive/reference/scalar/delta_1.0e-04/U_0.075000,reference,scalar,4,0.0001,0.075,1,3.0,0.5,320,0.5,0.1,0.1,1.0,0.0,0.6505015092091835,1.450684995350001e-06,0.00015210726139525121,0.00014969104037965,0.00021341046492406434,7.292113992212693e-10,4.553818841510906e-08,4.554402653910529e-08,0.0002398799707353202,0.999999540464977,0.0008179670707558588,1.1038290311329746,2.3338939727194628e-12,3.501585721742685e-10,True,0.7639585946323819,15,13,1.7720393345166375e-09,1.3873287457531507e-07,9.892620751085953e-07,0.00011993589545354814,-1.6061459074626777e-14,-1.9437439011345313e-14,0.00011993676477979885,-8.693253107724913e-07,0.00011993997522801845,2.5214767556447542e-14,0.00011993991525901938,0.0004999998731808242
adapter/output/jordan_comprehensive/reference/scalar/delta_1.0e-04/U_0.100000,reference,scalar,4,0.0001,0.1,1,3.0,0.5,320,0.5,0.1,0.1,1.0,0.0,0.6504975655764063,3.1863697644499953e-06,0.0001916640885905041,0.00018735325972915,0.00026802307136955007,1.6338789240902688e-09,7.181778354089505e-08,7.183636678636693e-08,0.0003010054880346114,0.9999993485920503,0.0010260681574416894,1.0976418168559232,2.358608160861184e-12,8.76466281780862e-10,True,0.38658707832007616,15,13,4.178367088387763e-09,2.183514722722197e-07,1.6990010276375272e-06,0.0001504931122351887,-1.2129701540061766e-14,-3.175090826684128e-15,0.00015049466074236318,-1.5485063671428987e-06,0.00015050270241668426,1.253837554106075e-14,0.00015050262716619957,0.0004999998742060238
adapter/output/jordan_comprehensive/reference/scalar/delta_7.0e-05/U_0.000000,reference,scalar,4,7e-05,0.0,1,3.0,0.5,320,0.5,0.1,0.1,1.0,0.0,0.6504860549941112,-1.4983329786533763e-06,6.552445995883227e-05,6.550842543074407e-05,9.265424251113368e-05,2.1010504812572704e-12,8.584808398205879e-09,8.58480865531197e-09,0.0001244938416781451,0.9999998933102806,0.000301462223295437,1.3330908721531864,2.330253807830689e-12,2.9525329304377405e-08,True,0.4129920165541946,10,8,-2.5148418368375544e-13,2.6537852058370703e-08,3.435048324273137e-08,6.224691615647153e-05,2.8122781338922598e-15,-1.429618490695263e-14,6.224690970349974e-05,9.222352982769742e-09,6.224692563449616e-05,1.457016853698504e-14,6.22469103866806e-05,0.00034999995257531917
adapter/output/jordan_comprehensive/reference/scalar/delta_7.0e-05/U_0.002500,reference,scalar,4,7e-05,0.0025,1,3.0,0.5,320,0.5,0.1,0.1,1.0,0.0,0.650487806962945,-1.962141168478043e-06,6.783606804455777e-05,6.673850505493963e-05,9.516175799507948e-05,1.4770407077767018e-10,9.054555540197895e-09,9.055760184714074e-09,0.00012786322179624872,0.9999998915840512,0.0003071350327501292,1.332887166890988,2.8477410344711885e-12,1.5434988925141523e-09,True,0.048824537252204,10,8,2.3160507471825346e-10,2.7768018867843064e-08,5.485955999297442e-07,6.392926192908018e-05,-3.416684930855965e-14,-3.1231405225537885e-14,6.392961461920195e-05,-5.038448699257068e-07,6.393161571499037e-05,4.629010978638502e-14,6.393160005046511e-05,0.00034999995524807534
adapter/output/jordan_comprehensive/reference/scalar/delta_7.0e-05/U_0.005000,reference,scalar,4,7e-05,0.005,1,3.0,0.5,320,0.5,0.1,0.1,1.0,0.0,0.6504874889238632,-2.5092540991195997e-06,6.808213861958512e-05,6.792089304267943e-05,9.616873354022866e-05,2.1929887301305115e-11,9.24839931059543e-09,9.248425310731502e-09,0.00012921614451004573,0.999999889781154,0.00031295002092068174,1.3326773882705578,2.2630289017820953e-12,1.8042631575372155e-09,True,0.18462401972403095,11,9,4.330345188197559e-11,2.8594089203966172e-08,1.0381882681208366e-07,6.460799359226809e-05,-9.275058206279635e-15,2.282322789399552e-14,6.460803460767162e-05,-5.859320139054089e-08,6.4608077005645e-05,2.4635877013638673e-14,6.460806117683259e-05,0.0003499999663837286
adapter/output/jordan_comprehensive/reference/scalar/delta_7.0e-05/U_0.007500,reference,scalar,4,7e-05,0.0075,1,3.0,0.5,320,0.5,0.1,0.1,1.0,0.0,0.6504688936823997,6.735687616846392e-07,7.023224309216092e-05,6.92688600450467e-05,9.864452818933573e-05,1.3439299781611845e-10,9.729814834801185e-09,9.730742941696651e-09,0.00013254386817699267,0.9999998879089098,0.0003188764831080438,1.3324791017701751,3.0171564710882193e-12,3.466560434591775e-09,True,0.044191770085709785,11,9,2.1273681048776224e-10,2.988519758654454e-08,4.854133761057461e-07,6.627016109134583e-05,-1.6777913422732355e-14,-2.641396648321993e-15,6.627046840905764e-05,-4.390240485165174e-07,6.627193883702687e-05,1.6984562257369754e-14,6.627192260128781e-05,0.00034999995492964847
adapter/output/jordan_comprehensive/reference/scalar/delta_7.0e-05/U_0.010000,reference,scalar,4,7e-05,0.01,1,3.0,0.5,320,0.5,0.1,0.1,1.0,0.0,0.6504689306847303,7.013427111405389e-07,7.154002482812061e-05,7.060106292885836e-05,0.00010051111997730763,1.3346506572349507e-10,1.0101603589644464e-08,1.010248523909273e-08,0.00013505215579554067,0.9999998859155128,0.0003250676923165686,1.3322608932480873,2.0810081928121418e-12,5.993376251806076e-10,True,0.028637899429961016,11,9,2.1168039602393425e-10,3.104203856586859e-08,4.74053405636593e-07,6.75244185824951e-05,-2.868990039029545e-14,-4.714063294484572e-15,6.752471733332139e-05,-4.2678610353262874e-07,6.752608260172809e-05,2.907460708504041e-14,6.752606605839795e-05,0.00034999995693496647
adapter/output/jordan_comprehensive/reference/scalar/delta_7.0e-05/U_0.015000,reference,scalar,4,7e-05,0.015,1,3.0,0.5,320,0.5,0.1,0.1,1.0,0.0,0.6504690961839421,7.645479750118848e-07,7.429135454078972e-05,7.339903291851785e-05,0.00010443478057083754,1.317873261316499e-10,1.090582715500141e-08,1.0906623392878984e-08,0.00014032510524158114,0.9999998815958944,0.00033809502044643215,1.3318052387587267,3.116026738267064e-12,5.087377881462069e-10,True,0.2190357535497727,10,8,2.1065303131397387e-10,3.354676072735466e-08,4.523479142722485e-07,7.016109901452323e-05,-3.352441208751694e-15,4.87483082020584e-14,7.016138127999284e-05,-4.0323494772992084e-07,7.016255720511673e-05,4.8863446610129855e-14,7.0162540016305e-05,0.0003499999546484349
adapter/output/jordan_comprehensive/reference/scalar/delta_7.0e-05/U_0.020000,reference,scalar,4,7e-05,0.02,1,3.0,0.5,320,0.5,0.1,0.1,1.0,0.0,0.6504693850812272,8.410797932820291e-07,7.722547375987876e-05,7.63757347502171e-05,0.00010861411812500824,1.305209388022026e-10,1.1796304599688702e-08,1.1797026656073244e-08,0.0001459421465413174,0.9999998767952063,0.0003520079803386717,1.3313221576488374,2.504059538169084e-12,3.655396351728717e-10,True,0.22046535300163528,11,9,2.115535896419704e-10,3.632543940349932e-08,4.3251335786645076e-07,7.296979588340147e-05,1.3429565077181793e-14,-7.359639981579838e-14,7.297006288715584e-05,-3.814343139939591e-07,7.297107768883509e-05,7.481165206041842e-14,7.29710598106631e-05,0.0003499999560972371
adapter/output/jordan_comprehensive/reference/scalar/delta_7.0e-05/U_0.030000,reference,scalar,4,7e-05,0.03,1,3.0,0.5,320,0.5,0.1,0.1,1.0,0.0,0.6504703534181049,1.0680191550913626e-06,8.363677665196301e-05,8.284277814264504e-05,0.0001177201609713555,1.3218451833883852e-10,1.3857405865489052e-08,1.3858036299121853e-08,0.00015818169763564958,0.9999998655545727,0.00038261061136585635,1.3302638759995251,2.5520795163195762e-12,5.999224428396461e-10,True,0.1264294966983678,11,9,2.2501832465198195e-10,4.279492223432554e-08,4.065437486532773e-07,7.908980784968015e-05,-3.126610705365615e-14,4.065778983831144e-14,7.909005367669165e-05,-3.5118071012650006e-07,7.909085271710564e-05,5.1289621999260124e-14,7.909083334036335e-05,0.0003499999631658243
adapter/output/jordan_comprehensive/reference/scalar/delta_7.0e-05/U_0.050000,reference,scalar,4,7e-05,0.05,1,3.0,0.5,320,0.5,0.1,0.1,1.0,0.0,0.6504740312863699,3.365331674258397e-06,9.84911407987954e-05,9.61424410943387e-05,0.00013763674580367891,4.571358362697536e-10,1.893835740512481e-08,1.8943873795426525e-08,0.00018494881397330243,0.9999998349310415,0.0004556730647701194,1.3276818273457156,2.847992995349802e-12,4.255860586427299e-10,True,0.7399247732784504,15,11,8.225561137236337e-10,5.9586590314902376e-08,1.143302782972722e-06,9.246734086089015e-05,-1.7536062120633578e-14,-6.621618316458638e-14,9.246809586236097e-05,-1.0785751150904354e-06,9.247440871472279e-05,6.849887873231775e-14,9.24743860573817e-05,0.00034999996126261886
adapter/output/jordan_comprehensive/reference/scalar/delta_7.0e-05/U_0.075000,reference,scalar,4,7e-05,0.075,1,3.0,0.5,320,0.5,0.1,0.1,1.0,0.0,0.6505017808095297,7.743951106499978e-07,0.00012721305935214922,0.00012548180236035,0.0001786864437872537,4.374797461315007e-10,3.1925847942563724e-08,3.192884519333538e-08,0.00024006004497987104,0.999999774762414,0.0005726911851810145,1.3232141982299386,2.7028886262084325e-12,3.8616133235514706e-10,True,0.611922976045039,14,12,1.0279003175836304e-09,9.720779789056743e-08,8.427626826095545e-07,0.00012002705884392665,3.307549817799932e-14,-1.65531349660305e-14,0.00012002758996285649,-7.587433703582225e-07,0.00012003001751088196,3.698641449135693e-14,0.00012002998810211417,0.00034999995407499255
adapter/output/jordan_comprehensive/reference/scalar/delta_7.0e-05/U_0.100000,reference,scalar,4,7e-05,0.1,1,3.0,0.5,320,0.5,0.1,0.1,1.0,0.0,0.6504973100071751,5.286158461000062e-07,0.00016042842733693385,0.0001568829644199,0.0002243870424578422,1.1250157726262508e-09,5.0336974515681415e-08,5.034954482297748e-08,0.0003011958978127538,0.9999996806514969,0.0007184685065083066,1.316833997476181,2.3858311241779036e-12,1.4801563380120774e-09,True,0.547192691566873,15,13,2.6637381213810447e-09,1.529945556203682e-07,1.672386491846726e-06,0.00015058864229196994,3.740633020346551e-15,6.134694989279104e-15,0.00015058973917493726,-1.5669736734347012e-06,0.00015059792848481346,7.185180443412198e-15,0.00015059789158971938,0.00034999996046013106
adapter/output/jordan_comprehensive/reference/scalar/delta_4.0e-05/U_0.000000,reference,scalar,4,4e-05,0.0,1,3.0,0.5,320,0.5,0.1,0.1,1.0,0.0,0.6504865924105399,-1.2617590170216995e-06,4.952952387632381e-05,4.9522178310064404e-05,7.004013049665988e-05,7.275908415172588e-13,4.9056198260318005e-09,4.905619879989144e-09,0.00012449398942806922,0.9999999651649047,0.0001722503758253058,1.766853922724661,4.1390568653662205e-12,2.6481637554169713e-08,True,0.5385114013511547,11,9,-2.8589950028180995e-12,1.5163294042961275e-08,1.9885244638502522e-08,6.22469931047564e-05,-3.295921071873667e-14,-1.6769310587197487e-14,6.224699109828809e-05,5.013552354430377e-09,6.224699628099774e-05,3.6979985786530257e-14,6.224699130019108e-05,0.0001999999964459385
adapter/output/jordan_comprehensive/reference/scalar/delta_4.0e-05/U_0.002500,reference,scalar,4,4e-05,0.0025,1,3.0,0.5,320,0.5,0.1,0.1,1.0,0.0,0.6504885018398043,-1.891399796219306e-06,5.1536080711567234e-05,5.0445404558967756e-05,7.211592373551834e-05,1.1122877399124735e-10,5.199516881757248e-09,5.200706456227097e-09,0.00012818380876271406,0.9999999645984781,0.00017550796200903126,1.7666483732561566,3.2820668713585904e-12,1.5018452592283874e-09,True,0.055805718095722594,11,9,1.7223408060141688e-10,1.5907046158527688e-08,7.009708097873021e-07,6.40880725981885e-05,2.218440275231215e-14,1.3438513821450857e-14,6.408834273070047e-05,-6.753354719403433e-07,6.409190595876248e-05,2.5937258513692624e-14,6.409190082972565e-05,0.00019999999774668033
adapter/output/jordan_comprehensive/reference/scalar/delta_4.0e-05/U_0.005000,reference,scalar,4,4e-05,0.005,1,3.0,0.5,320,0.5,0.1,0.1,1.0,0.0,0.6504688770906327,3.7761241825735184e-07,5.2365350163174895e-05,5.13935818123848e-05,7.337186210815568e-05,1.008296462056317e-10,5.382485815490613e-09,5.383430149218211e-09,0.00013041718989884222,0.9999999640153963,0.00017879936444571693,1.7664559339607366,3.78271210746307e-12,2.0380439431245014e-09,True,0.02729983966732616,11,9,1.569549742114879e-10,1.64879299790116e-08,6.26450549450863e-07,6.520558733285538e-05,1.6131769585512462e-14,-1.0658548236902983e-13,6.520582747705013e-05,-6.00368219100421e-07,6.520859651697418e-05,1.0779934620302126e-13,6.52085912972005e-05,0.0001999999868669053
adapter/output/jordan_comprehensive/reference/scalar/delta_4.0e-05/U_0.007500,reference,scalar,4,4e-05,0.0075,1,3.0,0.5,320,0.5,0.1,0.1,1.0,0.0,0.6504688840885102,3.9195688842597553e-07,5.331121371593417e-05,5.2368508417248545e-05,7.47298212343201e-05,9.962483401857587e-11,5.583657488433269e-09,5.58454618171344e-09,0.0001328310261486181,0.9999999633988916,0.00018221474996161482,1.7662441914509404,4.706214671012895e-12,3.5662131682323573e-09,True,0.18813328501023302,10,8,1.546467469259647e-10,1.711395276215878e-08,6.08324472284745e-07,6.641272863497884e-05,-1.06148786592139e-13,2.976349924552855e-14,6.641296133784506e-05,-5.817592862301392e-07,6.641551462878924e-05,1.1024259967146115e-13,6.641550931468657e-05,0.0002000000033814289
adapter/output/jordan_comprehensive/reference/scalar/delta_4.0e-05/U_0.010000,reference,scalar,4,4e-05,0.01,1,3.0,0.5,320,0.5,0.1,0.1,1.0,0.0,0.6504689215232511,4.075293028538572e-07,5.429055462846666e-05,5.337692724235199e-05,7.613514749248116e-05,9.836796003118458e-11,5.795725968701202e-09,5.7965606837018605e-09,0.00013532921254671236,0.9999999627484465,0.00018575012544924525,1.7660269010716467,5.459056972479578e-12,4.948554447783787e-10,True,0.028570942534715697,10,8,1.5234480328320992e-10,1.7774186004716886e-08,5.901881699421814e-07,6.766203387742798e-05,3.7072050344897495e-14,-2.6551895740164046e-14,6.766225912569602e-05,-5.631232660268891e-07,6.766460781314077e-05,4.559978162416083e-14,6.766460239893215e-05,0.00019999999389282857
adapter/output/jordan_comprehensive/reference/scalar/delta_4.0e-05/U_0.015000,reference,scalar,4,4e-05,0.015,1,3.0,0.5,320,0.5,0.1,0.1,1.0,0.0,0.6504690880630237,4.43041614313211e-07,5.63507616622716e-05,5.549541067842792e-05,7.908949959561958e-05,9.566773355076669e-11,6.254417320979948e-09,6.255148946285511e-09,0.0001405814426955559,0.9999999613388433,0.0001931898505330307,1.7655742291164247,3.1968416805321356e-12,4.5897676492314015e-10,True,0.058906232837533816,10,8,1.4775361193737754e-10,1.9203679545513694e-08,5.538199351262982e-07,7.028854104239402e-05,3.792213938702549e-15,-3.843082348825184e-14,7.028875132506515e-05,-5.257044351113742e-07,7.029072284724957e-05,3.861747118264037e-14,7.029071722489352e-05,0.00019999998838502757
adapter/output/jordan_comprehensive/reference/scalar/delta_4.0e-05/U_0.020000,reference,scalar,4,4e-05,0.02,1,3.0,0.5,320,0.5,0.1,0.1,1.0,0.0,0.6504693784524416,4.861609809013947e-07,5.854709789226975e-05,5.77502334588687e-05,8.223656204001268e-05,9.267320705317935e-11,6.7622171432356356e-09,6.762852136160855e-09,0.00014617676380500834,0.9999999597721058,0.00020113626067655183,1.7650955007184546,3.8574978759628585e-12,4.3444164330965325e-10,True,0.06035252187694558,10,8,1.4319069857642508e-10,2.0789469905607468e-08,5.172905575409352e-07,7.308655273611485e-05,5.256456077698535e-15,-8.436956744998098e-15,7.308674795842188e-05,-4.880558598452772e-07,7.308838334762795e-05,9.940451177574525e-15,7.308837750053161e-05,0.00019999998182102777
adapter/output/jordan_comprehensive/reference/scalar/delta_4.0e-05/U_0.030000,reference,scalar,4,4e-05,0.03,1,3.0,0.5,320,0.5,0.1,0.1,1.0,0.0,0.650470354856967,6.150071098253357e-07,6.333837305055878e-05,6.26552103522864e-05,8.909222684937789e-05,8.607411640249439e-11,7.936958173708698e-09,7.937424884981009e-09,0.00015836678946503418,0.9999999561031385,0.00021861777011483543,1.764048134425269,4.1226635064844455e-12,4.64431637992146e-09,True,0.2862498925159491,11,9,1.350997817239105e-10,2.4480932801984675e-08,4.4612543209824617e-07,7.918213924462043e-05,1.8624634983126914e-14,7.904449738898078e-14,7.918230502616835e-05,-4.144525112972224e-07,7.91833960073425e-05,8.12090487306144e-14,7.918338967322178e-05,0.0001999999843817821
adapter/output/jordan_comprehensive/reference/scalar/delta_4.0e-05/U_0.050000,reference,scalar,4,4e-05,0.05,1,3.0,0.5,320,0.5,0.1,0.1,1.0,0.0,0.6504748221970686,2.1730153920088694e-06,7.388624844012481e-05,7.272802938707022e-05,0.00010367518491462842,1.698114500292964e-10,1.0747202495707538e-08,1.0748543967082397e-08,0.0001842942021918177,0.9999999461053763,0.000260363693075842,1.7614814269185155,3.899876717791066e-12,1.20651442170567e-09,True,0.7275770483270939,14,12,3.0230059064719275e-10,3.3928125010514976e-08,7.435096167163547e-07,9.214410202197735e-05,2.2533922427667163e-14,5.708506941972579e-14,9.214438468353224e-05,-7.066518638989138e-07,9.214710165809188e-05,6.137167759342279e-14,9.214709428714246e-05,0.00019999998630491696
adapter/output/jordan_comprehensive/reference/scalar/delta_4.0e-05/U_0.075000,reference,scalar,4,4e-05,0.075,1,3.0,0.5,320,0.5,0.1,0.1,1.0,0.0,0.6505017414367708,-1.0078820907033492e-06,9.628053675203585e-05,9.491530205820333e-05,0.00013519932071597143,2.6102719246014947e-10,1.8276992456290858e-08,1.8278856322060103e-08,0.00024028239731526367,0.9999999264203644,0.00032735190668631704,1.756907451484942,3.320528168061197e-12,7.741933518582306e-10,True,0.6169255957269865,15,13,5.595839726242917e-10,5.5616012943331915e-08,8.69151239659749e-07,0.00012013805308422614,8.901894114421785e-14,8.083462505180947e-14,0.00012013838152369067,-8.210958856841275e-07,0.00012014119702560708,1.202439540671561e-13,0.00012014118741541282,0.00019999999771794545
adapter/output/jordan_comprehensive/reference/scalar/delta_4.0e-05/U_0.100000,reference,scalar,4,4e-05,0.1,1,3.0,0.5,320,0.5,0.1,0.1,1.0,0.0,0.6504978652037472,1.1030826045000015e-07,0.00012140051681447384,0.00011887373961065,0.00016990895047595922,6.071195138007258e-10,2.88626668488042e-08,2.8869051451841962e-08,0.0003017060250639232,0.9999998956184998,0.0004108077387006016,1.7501326051279866,3.748897208203744e-12,1.2092656360435551e-09,True,0.38790501019711005,15,13,1.3420622688793855e-09,8.763077970892641e-08,1.5805203745028523e-06,0.00015084472587922302,-1.6804971043199446e-14,-9.442569241873658e-14,0.00015084533395072798,-1.520182240010296e-06,0.00015085300583757738,9.590942831922532e-14,0.00015085299376793783,0.00019999999497614585
adapter/output/jordan_comprehensive/reference/scalar/delta_2.0e-05/U_0.000000,reference,scalar,4,2e-05,0.0,1,3.0,0.5,320,0.5,0.1,0.1,1.0,0.0,0.6504870793274401,-9.748144498172985e-07,3.5021712028626695e-05,3.501862452013223e-05,4.9525996978335145e-05,2.1625013404925198e-13,2.4528243671653534e-09,2.452824376698062e-09,0.00012449434185642604,0.9999999912922392,8.61134503371091e-05,2.503046740009825,4.440530960785953e-12,4.42244665020819e-08,True,0.6145781419692795,10,8,-2.9500205988956807e-12,7.580634776936646e-09,1.037162879312998e-08,6.224717045619201e-05,1.0071980684374371e-14,1.5749969497772476e-14,6.224717003989928e-05,2.077802665566236e-09,6.224717132025284e-05,1.8695088501720814e-14,6.224717007457767e-05,9.999997852250422e-05
adapter/output/jordan_comprehensive/reference/scalar/delta_2.0e-05/U_0.002500,reference,scalar,4,2e-05,0.0025,1,3.0,0.5,320,0.5,0.1,0.1,1.0,0.0,0.6504882202432996,-1.8955973285590804e-06,3.5716646922756556e-05,3.5634018577145916e-05,5.045257324816283e-05,5.895587448475038e-12,2.545455319917737e-09,2.5454621473612354e-09,0.00012682343155005166,0.9999999911508025,8.774050238387381e-05,2.502837811480859,6.1762924224275954e-12,3.584177639350222e-09,True,0.029009751912741646,10,8,8.672179233136078e-12,7.868362414069857e-09,8.110402965054679e-08,6.341166429929388e-05,-1.58824945653991e-13,-1.4019798819916694e-13,6.341167798249662e-05,-6.842169468089379e-08,6.341171616562643e-05,2.1185098361132748e-13,6.341171489625674e-05,9.999999404677166e-05
adapter/output/jordan_comprehensive/reference/scalar/delta_2.0e-05/U_0.005000,reference,scalar,4,2e-05,0.005,1,3.0,0.5,320,0.5,0.1,0.1,1.0,0.0,0.6504688681815329,1.9502323151249213e-07,3.730651391825601e-05,3.634322717148255e-05,5.2082685625560985e-05,7.094581949504235e-11,2.7116782206145073e-09,2.7126061419710167e-09,0.00013092228615156209,0.9999999910036794,8.940154791229424e-05,2.5026511819292314,6.081145453637121e-12,1.4502117134601834e-09,True,0.22132714743388746,11,9,1.0925500516903485e-10,8.27571979498325e-09,8.64013909713519e-07,6.545544121069016e-05,-1.3233281115875017e-13,-2.2579764094294539e-13,6.545561139710584e-05,-8.509227844235127e-07,6.546114346787944e-05,2.6171845094409513e-13,6.54611421604755e-05,0.00010000002217920894
adapter/output/jordan_comprehensive/reference/scalar/delta_2.0e-05/U_0.007500,reference,scalar,4,2e-05,0.0075,1,3.0,0.5,320,0.5,0.1,0.1,1.0,0.0,0.6504688755390091,2.019467189395408e-07,3.796538049721798e-05,3.703317717048528e-05,5.30360851462388e-05,6.991390495798723e-11,2.8119573245967203e-09,2.8128263276390918e-09,0.00013331898954472665,0.9999999908497557,9.110701283117702e-05,2.5024405742155285,8.096724216497801e-12,1.2198727539110552e-08,True,0.027999998079741448,11,9,1.0716795320901609e-10,8.588058850548024e-09,8.364657616567863e-07,6.665424682937777e-05,9.081432573174522e-14,-1.900454508889867e-14,6.665441145533262e-05,-8.231348786266812e-07,6.665949516282013e-05,9.278154176422973e-14,6.665949382860019e-05,0.00010000000444763446
adapter/output/jordan_comprehensive/reference/scalar/delta_2.0e-05/U_0.010000,reference,scalar,4,2e-05,0.01,1,3.0,0.5,320,0.5,0.1,0.1,1.0,0.0,0.6504689133409616,2.094835290964357e-07,3.864768797851026e-05,3.77469108551658e-05,5.4022893898717795e-05,6.881450697645255e-11,2.9176616657661797e-09,2.91847306519212e-09,0.00013579980725594095,0.9999999906873378,9.287261160527385e-05,2.502224753456121,7.530774997553916e-12,7.217734339099144e-10,True,0.18844176486484937,10,8,1.0500678264738737e-10,8.917471014223841e-09,8.086051907416901e-07,6.789508909243352e-05,5.742659765686081e-14,2.858186250254347e-13,6.789524809628745e-05,-7.950261395917722e-07,6.789990401483628e-05,2.915306167967149e-13,6.789990265544612e-05,0.00010000001015118357
adapter/output/jordan_comprehensive/reference/scalar/delta_2.0e-05/U_0.015000,reference,scalar,4,2e-05,0.015,1,3.0,0.5,320,0.5,0.1,0.1,1.0,0.0,0.6504690807064029,2.26714195866307e-07,4.0083204332741484e-05,3.924658832595599e-05,5.609775365206142e-05,6.636857435324071e-11,3.146258038464561e-09,3.146957964807371e-09,0.00014101637073683833,0.9999999903353113,9.658867030413103e-05,2.501776993357339,7.892901266831383e-12,5.281032609791737e-10,True,0.21864806824972433,11,9,1.004075704755269e-10,9.630683726347961e-09,7.51709148636776e-07,7.050417853132185e-05,-9.819200980738449e-14,-2.920878859155826e-14,7.050432605266809e-05,-7.376082788207124e-07,7.050818574478179e-05,1.0244424884296744e-13,7.050818433425951e-05,0.00010000003163453793
adapter/output/jordan_comprehensive/reference/scalar/delta_2.0e-05/U_0.020000,reference,scalar,4,2e-05,0.02,1,3.0,0.5,320,0.5,0.1,0.1,1.0,0.0,0.6504693721037975,2.4772630201753113e-07,4.1613366525805606e-05,4.084331230150745e-05,5.830821926083413e-05,6.34961138525687e-11,3.399255449861149e-09,3.3998484333695085e-09,0.0001465744123697359,0.9999999899439909,0.00010055854505412596,2.501306289777206,9.038155743997826e-12,4.834070807979523e-10,True,0.0601113418439415,11,9,9.532029642190425e-11,1.0421829902724702e-08,6.926481740052181e-07,7.328393331064347e-05,-5.68602985333809e-14,-8.060505418857117e-14,7.328406891599158e-05,-6.779913623846977e-07,7.32872065436512e-05,9.864212239225032e-14,7.328720508500287e-05,9.999998469725581e-05
adapter/output/jordan_comprehensive/reference/scalar/delta_2.0e-05/U_0.030000,reference,scalar,4,2e-05,0.03,1,3.0,0.5,320,0.5,0.1,0.1,1.0,0.0,0.650470352368878,3.1115920853046447e-07,4.4946710371696064e-05,4.4320152388985094e-05,6.312275881977904e-05,5.593086545426949e-11,3.9840901061142925e-09,3.984482681019991e-09,0.00015868111328078764,0.9999999890273739,0.0001092943458696273,2.5002775068418344,8.399461246341503e-12,1.5092957127355964e-09,True,0.2857892016316378,10,8,8.306536487562733e-11,1.226303515034086e-08,5.652860245827903e-07,7.933854315886911e-05,1.0147923625546118e-13,-1.6265853799919986e-13,7.933865304062927e-05,-5.494182955392395e-07,7.934055696087169e-05,1.917181143633247e-13,7.934055537217285e-05,9.999998905630821e-05
adapter/output/jordan_comprehensive/reference/scalar/delta_2.0e-05/U_0.050000,reference,scalar,4,2e-05,0.05,1,3.0,0.5,320,0.5,0.1,0.1,1.0,0.0,0.6504751773975881,1.1389485905522126e-06,5.197280677265992e-05,5.1543329790757465e-05,7.319759210347722e-05,4.4457797909458803e-11,5.357703039269047e-09,5.357887489747031e-09,0.00018401319217389194,0.999999986526869,0.00013017782341322883,2.497730284819328,6.427238021059828e-12,1.2693693423972655e-09,True,0.8818204332289407,14,12,7.887616863095585e-11,1.6938161075729977e-08,3.8949367041687177e-07,9.200577179655308e-05,1.4996414754529092e-13,-9.298266448460238e-14,9.20058460167592e-05,-3.710925046643676e-07,9.20065962265679e-05,1.7645118714149225e-13,9.20065943881558e-05,9.999998028520036e-05
adapter/output/jordan_comprehensive/reference/scalar/delta_2.0e-05/U_0.075000,reference,scalar,4,2e-05,0.075,1,3.0,0.5,320,0.5,0.1,0.1,1.0,0.0,0.6505023230177713,-7.10788378415595e-07,6.820085045294855e-05,6.720521489168292e-05,9.574913530232392e-05,1.3481509386817262e-10,9.166905620971874e-09,9.167896911142732e-09,0.00024065627665609285,0.9999999815903262,0.00016376613236953897,2.492979429718642,4.731597045763957e-12,1.4464954117206175e-09,True,0.46482848345442995,14,12,2.7440720781258567e-10,2.7866680154098134e-08,8.905436573916973e-07,0.00012032484243317869,6.166574005985262e-14,6.6713028021611164e-15,0.00012032501573043669,-8.66478652335458e-07,0.00012032813791701008,6.20255574598684e-14,0.00012032813551196075,0.0001000000069833927
