beta0,control_gamma_pt_zero,threshold,max_step,threshold_reached,operational_RG_scale,log_scale_at_stop,gmax_at_stop,exchange_trace_real_at_stop,exchange_00_real_at_stop,exchange_00_imag_at_stop,exchange_01_real_at_stop,exchange_01_imag_at_stop,exchange_10_real_at_stop,exchange_10_imag_at_stop,exchange_11_real_at_stop,exchange_11_imag_at_stop,exchange_hermiticity_error,g_hermiticity_error,solver_function_evaluations,solver_status
0.4,0,0.3,0.01,1,0.20894004527665994,1.324143457605362,0.2999999999999999,0.5886838194833426,0.2658736763637539,0.0,0.0,-1.0807720702479827e-19,0.0,1.0807720702479827e-19,0.32281014311958867,0.0,0.0,0.0,800,1
0.4,0,0.3,0.005,1,0.2089400452766216,1.3241434576055453,0.3,0.5886838194832406,0.2658736763637197,0.0,0.0,-1.4662111728141124e-19,0.0,1.4662111728141124e-19,0.32281014311952083,0.0,0.0,0.0,1592,1
0.4,0,0.4,0.02,1,0.17665031983022503,1.4920186193775622,0.40000000000000013,0.6442384308616923,0.2814276199000021,0.0,0.0,1.5000910643965613e-20,0.0,-1.5000910643965613e-20,0.3628108109616902,0.0,0.0,0.0,452,1
0.4,0,0.4,0.01,1,0.17665031983043072,1.4920186193763978,0.39999999999999986,0.6442384308622757,0.2814276199002134,0.0,0.0,-1.0380543945950941e-19,0.0,1.0380543945950941e-19,0.36281081096206225,0.0,0.0,0.0,902,1
0.4,0,0.4,0.005,1,0.17665031983035404,1.492018619376832,0.39999999999999986,0.6442384308620425,0.28142761990011894,0.0,0.0,-1.948721444547531e-19,0.0,1.948721444547531e-19,0.3628108109619235,0.0,0.0,0.0,1796,1
0.4,0,0.5,0.02,1,0.15443054417767776,1.6264463607007933,0.49999999999999994,0.710192405587336,0.30090428345983306,0.0,0.0,-3.4892826631642375e-19,0.0,3.4892826631642375e-19,0.40928812212750293,0.0,0.0,0.0,494,1
0.4,0,0.5,0.01,1,0.15443054417971036,1.6264463606876314,0.5000000000000002,0.7101924055975677,0.30090428346660264,0.0,0.0,-1.1924784577812815e-19,0.0,1.1924784577812815e-19,0.4092881221309651,0.0,0.0,0.0,980,1
0.4,0,0.5,0.005,1,0.15443054417975216,1.6264463606873607,0.5,0.710192405597839,0.300904283466803,0.0,0.0,-1.5192244991851878e-19,0.0,1.5192244991851878e-19,0.4092881221310361,0.0,0.0,0.0,1958,1
0.4,0,0.6,0.02,1,0.138156961195918,1.7378003649333091,0.6000000000000002,0.7870263252073474,0.3245587637567415,0.0,0.0,-2.0724858702838904e-19,0.0,2.0724858702838904e-19,0.4624675614506059,0.0,0.0,0.0,530,1
0.4,0,0.6,0.01,1,0.13815696118556167,1.7378003650082698,0.5999999999999995,0.787026325177574,0.3245587637421432,0.0,0.0,-3.0849995579181457e-19,0.0,3.0849995579181457e-19,0.4624675614354308,0.0,0.0,0.0,1046,1
